種類,地区名,取引価格（総額）,坪単価,面積（㎡）,取引価格（㎡単価）,建築年,取引時築年数,西暦築年,取引年
中古マンション等,勝どき,14000000.0,1847999.0,25.0,560000.0,昭和55年,40.0,1980.0,2020
中古マンション等,勝どき,22000000.0,2419999.0,30.0,733333.0,昭和48年,47.0,1973.0,2020
中古マンション等,勝どき,61000000.0,3354999.0,60.0,1016666.0,平成28年,4.0,2016.0,2020
中古マンション等,勝どき,55000000.0,3024999.0,60.0,916666.0,平成26年,6.0,2014.0,2020
中古マンション等,勝どき,76000000.0,3135000.0,80.0,950000.0,平成20年,12.0,2008.0,2020
中古マンション等,勝どき,13000000.0,2859999.0,15.0,866666.0,昭和49年,46.0,1974.0,2020
中古マンション等,勝どき,66000000.0,3350769.0,65.0,1015384.0,平成28年,4.0,2016.0,2020
中古マンション等,勝どき,59000000.0,2995384.0,65.0,907692.0,平成14年,18.0,2002.0,2020
中古マンション等,勝どき,23000000.0,3795000.0,20.0,1150000.0,平成14年,18.0,2002.0,2020
中古マンション等,勝どき,24000000.0,3960000.0,20.0,1200000.0,平成19年,13.0,2007.0,2020
中古マンション等,勝どき,74000000.0,3052500.0,80.0,925000.0,平成24年,8.0,2012.0,2020
中古マンション等,勝どき,73000000.0,4014999.0,60.0,1216666.0,平成22年,10.0,2010.0,2020
中古マンション等,勝どき,40000000.0,3771428.0,35.0,1142857.0,平成19年,13.0,2007.0,2020
中古マンション等,勝どき,11000000.0,1815000.0,20.0,550000.0,昭和50年,45.0,1975.0,2020
中古マンション等,勝どき,34000000.0,2805000.0,40.0,850000.0,昭和55年,40.0,1980.0,2020
中古マンション等,勝どき,67000000.0,4019999.0,55.0,1218181.0,平成28年,4.0,2016.0,2020
中古マンション等,勝どき,68000000.0,4079999.0,55.0,1236363.0,平成28年,4.0,2016.0,2020
中古マンション等,勝どき,74000000.0,3255999.0,75.0,986666.0,平成20年,12.0,2008.0,2020
中古マンション等,勝どき,74000000.0,3052500.0,80.0,925000.0,平成20年,12.0,2008.0,2020
中古マンション等,勝どき,82000000.0,3382500.0,80.0,1025000.0,平成20年,12.0,2008.0,2020
中古マンション等,勝どき,57000000.0,3134999.0,60.0,950000.0,平成26年,6.0,2014.0,2020
中古マンション等,勝どき,24000000.0,1980000.0,40.0,600000.0,昭和48年,47.0,1973.0,2020
中古マンション等,京橋,160000000.0,10559999.0,50.0,3200000.0,平成15年,17.0,2003.0,2020
中古マンション等,京橋,140000000.0,9239999.0,50.0,2800000.0,平成15年,17.0,2003.0,2020
中古マンション等,銀座,19000000.0,4179999.0,15.0,1266666.0,平成13年,19.0,2001.0,2020
中古マンション等,銀座,34000000.0,5610000.0,20.0,1700000.0,平成19年,13.0,2007.0,2020
中古マンション等,銀座,43000000.0,3547500.0,40.0,1075000.0,平成16年,16.0,2004.0,2020
中古マンション等,銀座,36000000.0,5940000.0,20.0,1800000.0,平成19年,13.0,2007.0,2020
中古マンション等,銀座,39000000.0,6435000.0,20.0,1950000.0,平成19年,13.0,2007.0,2020
中古マンション等,銀座,33000000.0,5445000.0,20.0,1650000.0,平成19年,13.0,2007.0,2020
中古マンション等,銀座,28000000.0,4620000.0,20.0,1400000.0,平成15年,17.0,2003.0,2020
中古マンション等,銀座,16000000.0,3519999.0,15.0,1066666.0,昭和56年,39.0,1981.0,2020
中古マンション等,銀座,28000000.0,4620000.0,20.0,1400000.0,平成15年,17.0,2003.0,2020
中古マンション等,銀座,29000000.0,4785000.0,20.0,1450000.0,平成15年,17.0,2003.0,2020
中古マンション等,銀座,39000000.0,5147999.0,25.0,1560000.0,平成24年,8.0,2012.0,2020
中古マンション等,銀座,30000000.0,4950000.0,20.0,1500000.0,平成17年,15.0,2005.0,2020
中古マンション等,銀座,44000000.0,4839999.0,30.0,1466666.0,平成16年,16.0,2004.0,2020
中古マンション等,銀座,96000000.0,6335999.0,50.0,1920000.0,平成27年,5.0,2015.0,2020
中古マンション等,銀座,32000000.0,3017142.0,35.0,914285.0,平成24年,8.0,2012.0,2020
中古マンション等,銀座,74000000.0,5426666.0,45.0,1644444.0,平成16年,16.0,2004.0,2020
中古マンション等,銀座,32000000.0,4223999.0,25.0,1280000.0,平成16年,16.0,2004.0,2020
中古マンション等,銀座,14000000.0,1847999.0,25.0,560000.0,昭和55年,40.0,1980.0,2020
中古マンション等,銀座,72000000.0,6788571.0,35.0,2057142.0,平成27年,5.0,2015.0,2020
中古マンション等,銀座,43000000.0,4729999.0,30.0,1433333.0,平成15年,17.0,2003.0,2020
中古マンション等,銀座,38000000.0,4179999.0,30.0,1266666.0,平成16年,16.0,2004.0,2020
中古マンション等,新川,27000000.0,3563999.0,25.0,1080000.0,平成24年,8.0,2012.0,2020
中古マンション等,新川,12000000.0,2639999.0,15.0,800000.0,昭和49年,46.0,1974.0,2020
中古マンション等,新川,7100000.0,1561999.0,15.0,473333.0,昭和49年,46.0,1974.0,2020
中古マンション等,新川,12000000.0,2639999.0,15.0,800000.0,昭和49年,46.0,1974.0,2020
中古マンション等,新川,11000000.0,1815000.0,20.0,550000.0,昭和52年,43.0,1977.0,2020
中古マンション等,新川,12000000.0,1980000.0,20.0,600000.0,昭和52年,43.0,1977.0,2020
中古マンション等,新川,30000000.0,2475000.0,40.0,750000.0,昭和53年,42.0,1978.0,2020
中古マンション等,新川,25000000.0,2062500.0,40.0,625000.0,昭和53年,42.0,1978.0,2020
中古マンション等,新川,30000000.0,2828571.0,35.0,857142.0,平成10年,22.0,1998.0,2020
中古マンション等,新川,37000000.0,3488571.0,35.0,1057142.0,平成23年,9.0,2011.0,2020
中古マンション等,新川,24000000.0,3167999.0,25.0,960000.0,平成14年,18.0,2002.0,2020
中古マンション等,新川,26000000.0,3431999.0,25.0,1040000.0,平成14年,18.0,2002.0,2020
中古マンション等,新川,36000000.0,3394285.0,35.0,1028571.0,平成16年,16.0,2004.0,2020
中古マンション等,新川,23000000.0,3795000.0,20.0,1150000.0,平成11年,21.0,1999.0,2020
中古マンション等,新川,20000000.0,4399999.0,15.0,1333333.0,平成16年,16.0,2004.0,2020
中古マンション等,新川,25000000.0,4125000.0,20.0,1250000.0,平成13年,19.0,2001.0,2020
中古マンション等,新川,65000000.0,3899999.0,55.0,1181818.0,平成27年,5.0,2015.0,2020
中古マンション等,新川,61000000.0,3659999.0,55.0,1109090.0,平成27年,5.0,2015.0,2020
中古マンション等,新川,25000000.0,4125000.0,20.0,1250000.0,平成17年,15.0,2005.0,2020
中古マンション等,新川,70000000.0,4619999.0,50.0,1400000.0,平成27年,5.0,2015.0,2020
中古マンション等,新川,83000000.0,3912857.0,70.0,1185714.0,平成27年,5.0,2015.0,2020
中古マンション等,新川,44000000.0,3630000.0,40.0,1100000.0,平成23年,9.0,2011.0,2020
中古マンション等,新川,64000000.0,3839999.0,55.0,1163636.0,平成27年,5.0,2015.0,2020
中古マンション等,新川,19000000.0,4179999.0,15.0,1266666.0,平成16年,16.0,2004.0,2020
中古マンション等,新川,31000000.0,3409999.0,30.0,1033333.0,平成16年,16.0,2004.0,2020
中古マンション等,新川,100000000.0,4125000.0,80.0,1250000.0,平成27年,5.0,2015.0,2020
中古マンション等,新川,26000000.0,2859999.0,30.0,866666.0,昭和56年,39.0,1981.0,2020
中古マンション等,新川,100000000.0,4125000.0,80.0,1250000.0,平成27年,5.0,2015.0,2020
中古マンション等,新川,83000000.0,3222352.0,85.0,976470.0,平成20年,12.0,2008.0,2020
中古マンション等,新川,25000000.0,2749999.0,30.0,833333.0,平成24年,8.0,2012.0,2020
中古マンション等,新川,26000000.0,3431999.0,25.0,1040000.0,平成24年,8.0,2012.0,2020
中古マンション等,新川,27000000.0,3563999.0,25.0,1080000.0,平成24年,8.0,2012.0,2020
中古マンション等,新川,32000000.0,3519999.0,30.0,1066666.0,平成24年,8.0,2012.0,2020
