種類,地区名,取引価格（総額）,坪単価,面積（㎡）,取引価格（㎡単価）,建築年,取引時築年数,西暦築年,取引年
中古マンション等,明石町,7500000.0,1237500.0,20.0,375000.0,昭和53年,35.0,1978.0,2013
中古マンション等,明石町,8500000.0,1402500.0,20.0,425000.0,昭和53年,35.0,1978.0,2013
中古マンション等,明石町,36000000.0,2375999.0,50.0,720000.0,平成17年,8.0,2005.0,2013
中古マンション等,明石町,40000000.0,2030769.0,65.0,615384.0,平成11年,14.0,1999.0,2013
中古マンション等,入船,17000000.0,2805000.0,20.0,850000.0,平成15年,10.0,2003.0,2013
中古マンション等,入船,22000000.0,3630000.0,20.0,1100000.0,平成18年,7.0,2006.0,2013
中古マンション等,入船,48000000.0,2436923.0,65.0,738461.0,平成12年,13.0,2000.0,2013
中古マンション等,入船,17000000.0,2805000.0,20.0,850000.0,平成14年,11.0,2002.0,2013
中古マンション等,入船,19000000.0,3135000.0,20.0,950000.0,平成15年,10.0,2003.0,2013
中古マンション等,入船,14000000.0,2310000.0,20.0,700000.0,平成14年,11.0,2002.0,2013
中古マンション等,入船,20000000.0,3300000.0,20.0,1000000.0,平成18年,7.0,2006.0,2013
中古マンション等,入船,12000000.0,1980000.0,20.0,600000.0,平成15年,10.0,2003.0,2013
中古マンション等,入船,17000000.0,2805000.0,20.0,850000.0,平成18年,7.0,2006.0,2013
中古マンション等,入船,17000000.0,2805000.0,20.0,850000.0,平成18年,7.0,2006.0,2013
中古マンション等,入船,16000000.0,1055999.0,50.0,320000.0,昭和57年,31.0,1982.0,2013
中古マンション等,入船,8300000.0,1825999.0,15.0,553333.0,昭和57年,31.0,1982.0,2013
中古マンション等,入船,20000000.0,1885714.0,35.0,571428.0,昭和63年,25.0,1988.0,2013
中古マンション等,入船,22000000.0,2903999.0,25.0,880000.0,平成10年,15.0,1998.0,2013
中古マンション等,入船,15000000.0,2475000.0,20.0,750000.0,平成16年,9.0,2004.0,2013
中古マンション等,入船,21000000.0,1066153.0,65.0,323076.0,昭和57年,31.0,1982.0,2013
中古マンション等,入船,38000000.0,2089999.0,60.0,633333.0,平成12年,13.0,2000.0,2013
中古マンション等,入船,22000000.0,3630000.0,20.0,1100000.0,平成15年,10.0,2003.0,2013
中古マンション等,勝どき,11000000.0,2419999.0,15.0,733333.0,昭和50年,38.0,1975.0,2013
中古マンション等,勝どき,38000000.0,2279999.0,55.0,690909.0,平成11年,14.0,1999.0,2013
中古マンション等,勝どき,94000000.0,2819999.0,110.0,854545.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,11000000.0,2419999.0,15.0,733333.0,昭和50年,38.0,1975.0,2013
中古マンション等,勝どき,52000000.0,3431999.0,50.0,1040000.0,平成22年,3.0,2010.0,2013
中古マンション等,勝どき,45000000.0,2474999.0,60.0,750000.0,平成12年,13.0,2000.0,2013
中古マンション等,勝どき,52000000.0,3119999.0,55.0,945454.0,平成22年,3.0,2010.0,2013
中古マンション等,勝どき,100000000.0,2869565.0,115.0,869565.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,33000000.0,2177999.0,50.0,660000.0,平成22年,3.0,2010.0,2013
中古マンション等,勝どき,54000000.0,3563999.0,50.0,1080000.0,平成22年,3.0,2010.0,2013
中古マンション等,勝どき,62000000.0,2727999.0,75.0,826666.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,36000000.0,1827692.0,65.0,553846.0,平成15年,10.0,2003.0,2013
中古マンション等,勝どき,16000000.0,2640000.0,20.0,800000.0,平成15年,10.0,2003.0,2013
中古マンション等,勝どき,96000000.0,3167999.0,100.0,960000.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,67000000.0,2763750.0,80.0,837500.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,110000000.0,3156521.0,115.0,956521.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,47000000.0,1938750.0,80.0,587500.0,平成12年,13.0,2000.0,2013
中古マンション等,勝どき,41000000.0,2705999.0,50.0,820000.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,40000000.0,3300000.0,40.0,1000000.0,平成24年,1.0,2012.0,2013
中古マンション等,勝どき,33000000.0,3111428.0,35.0,942857.0,平成21年,4.0,2009.0,2013
中古マンション等,勝どき,79000000.0,2896666.0,90.0,877777.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,21000000.0,1732500.0,40.0,525000.0,昭和48年,40.0,1973.0,2013
中古マンション等,勝どき,37000000.0,2441999.0,50.0,740000.0,平成12年,13.0,2000.0,2013
中古マンション等,勝どき,41000000.0,2081538.0,65.0,630769.0,平成14年,11.0,2002.0,2013
中古マンション等,勝どき,28000000.0,2310000.0,40.0,700000.0,平成24年,1.0,2012.0,2013
中古マンション等,勝どき,110000000.0,3156521.0,115.0,956521.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,8500000.0,934999.0,30.0,283333.0,昭和49年,39.0,1974.0,2013
中古マンション等,勝どき,27000000.0,2227500.0,40.0,675000.0,平成16年,9.0,2004.0,2013
中古マンション等,勝どき,63000000.0,2771999.0,75.0,840000.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,52000000.0,3431999.0,50.0,1040000.0,平成22年,3.0,2010.0,2013
中古マンション等,勝どき,20000000.0,3300000.0,20.0,1000000.0,平成15年,10.0,2003.0,2013
中古マンション等,勝どき,46000000.0,3035999.0,50.0,920000.0,平成22年,3.0,2010.0,2013
中古マンション等,勝どき,52000000.0,2287999.0,75.0,693333.0,平成24年,1.0,2012.0,2013
中古マンション等,勝どき,52000000.0,3119999.0,55.0,945454.0,平成22年,3.0,2010.0,2013
中古マンション等,勝どき,46000000.0,2759999.0,55.0,836363.0,平成22年,3.0,2010.0,2013
中古マンション等,勝どき,70000000.0,3299999.0,70.0,1000000.0,平成22年,3.0,2010.0,2013
中古マンション等,勝どき,12000000.0,2639999.0,15.0,800000.0,昭和50年,38.0,1975.0,2013
中古マンション等,勝どき,59000000.0,3539999.0,55.0,1072727.0,平成22年,3.0,2010.0,2013
中古マンション等,勝どき,52000000.0,2451428.0,70.0,742857.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,68000000.0,2639999.0,85.0,800000.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,76000000.0,2786666.0,90.0,844444.0,平成20年,5.0,2008.0,2013
中古マンション等,勝どき,9900000.0,1088999.0,30.0,330000.0,昭和48年,40.0,1973.0,2013
