種類,地区名,取引価格（総額）,坪単価,面積（㎡）,取引価格（㎡単価）,建築年,取引時築年数,西暦築年,取引年
中古マンション等,明石町,87000000.0,3827999.0,75.0,1160000.0,平成26年,5.0,2014.0,2019
中古マンション等,明石町,16000000.0,2640000.0,20.0,800000.0,昭和53年,41.0,1978.0,2019
中古マンション等,明石町,20000000.0,2639999.0,25.0,800000.0,昭和60年,34.0,1985.0,2019
中古マンション等,明石町,55000000.0,3629999.0,50.0,1100000.0,平成24年,7.0,2012.0,2019
中古マンション等,明石町,50000000.0,3299999.0,50.0,1000000.0,平成24年,7.0,2012.0,2019
中古マンション等,明石町,76000000.0,3858461.0,65.0,1169230.0,平成16年,15.0,2004.0,2019
中古マンション等,明石町,27000000.0,4455000.0,20.0,1350000.0,平成16年,15.0,2004.0,2019
中古マンション等,明石町,66000000.0,3959999.0,55.0,1200000.0,平成29年,2.0,2017.0,2019
中古マンション等,明石町,65000000.0,3899999.0,55.0,1181818.0,平成29年,2.0,2017.0,2019
中古マンション等,明石町,64000000.0,3839999.0,55.0,1163636.0,平成26年,5.0,2014.0,2019
中古マンション等,入船,25000000.0,4125000.0,20.0,1250000.0,平成15年,16.0,2003.0,2019
中古マンション等,入船,29000000.0,4785000.0,20.0,1450000.0,平成14年,17.0,2002.0,2019
中古マンション等,入船,23000000.0,3795000.0,20.0,1150000.0,平成14年,17.0,2002.0,2019
中古マンション等,入船,24000000.0,3960000.0,20.0,1200000.0,平成15年,16.0,2003.0,2019
中古マンション等,入船,26000000.0,4290000.0,20.0,1300000.0,平成20年,11.0,2008.0,2019
中古マンション等,入船,27000000.0,4455000.0,20.0,1350000.0,平成20年,11.0,2008.0,2019
中古マンション等,入船,25000000.0,4125000.0,20.0,1250000.0,平成18年,13.0,2006.0,2019
中古マンション等,入船,42000000.0,3079999.0,45.0,933333.0,平成13年,18.0,2001.0,2019
中古マンション等,入船,48000000.0,2879999.0,55.0,872727.0,平成12年,19.0,2000.0,2019
中古マンション等,入船,24000000.0,3960000.0,20.0,1200000.0,平成12年,19.0,2000.0,2019
中古マンション等,入船,25000000.0,4125000.0,20.0,1250000.0,平成12年,19.0,2000.0,2019
中古マンション等,入船,15000000.0,3299999.0,15.0,1000000.0,昭和57年,37.0,1982.0,2019
中古マンション等,入船,26000000.0,5719999.0,15.0,1733333.0,平成12年,19.0,2000.0,2019
中古マンション等,入船,47000000.0,2819999.0,55.0,854545.0,平成12年,19.0,2000.0,2019
中古マンション等,入船,21000000.0,3465000.0,20.0,1050000.0,平成12年,19.0,2000.0,2019
中古マンション等,入船,25000000.0,4125000.0,20.0,1250000.0,平成12年,19.0,2000.0,2019
中古マンション等,入船,23000000.0,3795000.0,20.0,1150000.0,平成12年,19.0,2000.0,2019
中古マンション等,勝どき,53000000.0,2331999.0,75.0,706666.0,平成12年,19.0,2000.0,2019
中古マンション等,勝どき,55000000.0,2268750.0,80.0,687500.0,平成12年,19.0,2000.0,2019
中古マンション等,勝どき,44000000.0,3226666.0,45.0,977777.0,平成19年,12.0,2007.0,2019
中古マンション等,勝どき,17000000.0,2805000.0,20.0,850000.0,昭和56年,38.0,1981.0,2019
中古マンション等,勝どき,24000000.0,2639999.0,30.0,800000.0,昭和49年,45.0,1974.0,2019
中古マンション等,勝どき,50000000.0,2062500.0,80.0,625000.0,平成12年,19.0,2000.0,2019
中古マンション等,勝どき,58000000.0,2944615.0,65.0,892307.0,平成20年,11.0,2008.0,2019
中古マンション等,勝どき,68000000.0,2805000.0,80.0,850000.0,平成10年,21.0,1998.0,2019
中古マンション等,勝どき,43000000.0,3547500.0,40.0,1075000.0,平成24年,7.0,2012.0,2019
