,種類,地区名,取引価格（総額）,坪単価,面積（㎡）,取引価格（㎡単価）,建築年,取引時築年数,西暦築年,取引年
1414,中古マンション等,月島,32000000.0,2111999.0,50.0,640000.0,平成9年,12.0,1997.0,2009.0
1415,中古マンション等,月島,78000000.0,2709473.0,95.0,821052.0,平成15年,6.0,2003.0,2009.0
6193,中古マンション等,月島,23000000.0,3795000.0,20.0,1150000.0,平成15年,14.0,2003.0,2017.0
6192,中古マンション等,月島,80000000.0,3771428.0,70.0,1142857.0,平成29年,0.0,2017.0,2017.0
6191,中古マンション等,月島,54000000.0,2969999.0,60.0,900000.0,平成6年,23.0,1994.0,2017.0
6190,中古マンション等,月島,14000000.0,3079999.0,15.0,933333.0,平成8年,21.0,1996.0,2017.0
6189,中古マンション等,月島,27000000.0,1979999.0,45.0,600000.0,昭和46年,46.0,1971.0,2017.0
6188,中古マンション等,月島,7000000.0,923999.0,25.0,280000.0,昭和49年,43.0,1974.0,2017.0
6187,中古マンション等,月島,28000000.0,2053333.0,45.0,622222.0,昭和46年,46.0,1971.0,2017.0
6186,中古マンション等,月島,38000000.0,2786666.0,45.0,844444.0,平成16年,13.0,2004.0,2017.0
6185,中古マンション等,月島,17000000.0,3739999.0,15.0,1133333.0,平成8年,21.0,1996.0,2017.0
6184,中古マンション等,月島,8200000.0,1803999.0,15.0,546666.0,昭和49年,43.0,1974.0,2017.0
6183,中古マンション等,月島,28000000.0,3695999.0,25.0,1120000.0,平成16年,13.0,2004.0,2017.0
5381,中古マンション等,月島,60000000.0,3299999.0,60.0,1000000.0,平成12年,16.0,2000.0,2016.0
1022,中古マンション等,月島,46000000.0,2759999.0,55.0,836363.0,平成14年,6.0,2002.0,2008.0
4775,中古マンション等,月島,56000000.0,3079999.0,60.0,933333.0,平成13年,14.0,2001.0,2015.0
1020,中古マンション等,月島,30000000.0,2828571.0,35.0,857142.0,平成16年,4.0,2004.0,2008.0
3551,中古マンション等,月島,55000000.0,2792307.0,65.0,846153.0,平成13年,12.0,2001.0,2013.0
3552,中古マンション等,月島,43000000.0,2364999.0,60.0,716666.0,平成15年,10.0,2003.0,2013.0
3553,中古マンション等,月島,37000000.0,2219999.0,55.0,672727.0,平成16年,9.0,2004.0,2013.0
3554,中古マンション等,月島,45000000.0,2474999.0,60.0,750000.0,平成24年,1.0,2012.0,2013.0
3555,中古マンション等,月島,58000000.0,2734285.0,70.0,828571.0,平成24年,1.0,2012.0,2013.0
3556,中古マンション等,月島,47000000.0,2584999.0,60.0,783333.0,平成15年,10.0,2003.0,2013.0
3557,中古マンション等,月島,49000000.0,2309999.0,70.0,700000.0,平成13年,12.0,2001.0,2013.0
3558,中古マンション等,月島,22000000.0,2419999.0,30.0,733333.0,平成11年,14.0,1999.0,2013.0
3559,中古マンション等,月島,20000000.0,2639999.0,25.0,800000.0,平成16年,9.0,2004.0,2013.0
3560,中古マンション等,月島,13000000.0,2145000.0,20.0,650000.0,平成12年,13.0,2000.0,2013.0
3561,中古マンション等,月島,37000000.0,2034999.0,60.0,616666.0,平成15年,10.0,2003.0,2013.0
3562,中古マンション等,月島,48000000.0,2879999.0,55.0,872727.0,平成24年,1.0,2012.0,2013.0
3550,中古マンション等,月島,13000000.0,1072500.0,40.0,325000.0,昭和46年,42.0,1971.0,2013.0
3563,中古マンション等,月島,16000000.0,2640000.0,20.0,800000.0,平成15年,10.0,2003.0,2013.0
3565,中古マンション等,月島,68000000.0,2805000.0,80.0,850000.0,平成24年,1.0,2012.0,2013.0
256,中古マンション等,月島,53000000.0,2498571.0,70.0,757142.0,昭和59年,22.0,1984.0,2006.0
255,中古マンション等,月島,79000000.0,3258750.0,80.0,987500.0,平成15年,3.0,2003.0,2006.0
254,中古マンション等,月島,40000000.0,2399999.0,55.0,727272.0,平成11年,7.0,1999.0,2006.0
253,中古マンション等,月島,4500000.0,989999.0,15.0,300000.0,昭和49年,32.0,1974.0,2006.0
252,中古マンション等,月島,9000000.0,989999.0,30.0,300000.0,昭和49年,32.0,1974.0,2006.0
251,中古マンション等,月島,6700000.0,1473999.0,15.0,446666.0,昭和49年,32.0,1974.0,2006.0
250,中古マンション等,月島,12000000.0,2639999.0,15.0,800000.0,平成8年,10.0,1996.0,2006.0
249,中古マンション等,月島,43000000.0,2183076.0,65.0,661538.0,平成8年,10.0,1996.0,2006.0
46,中古マンション等,月島,33000000.0,1814999.0,60.0,550000.0,平成7年,10.0,1995.0,2005.0
45,中古マンション等,月島,18000000.0,3959999.0,15.0,1200000.0,平成12年,5.0,2000.0,2005.0
44,中古マンション等,月島,41000000.0,2459999.0,55.0,745454.0,平成11年,6.0,1999.0,2005.0
3564,中古マンション等,月島,51000000.0,2804999.0,60.0,850000.0,平成24年,1.0,2012.0,2013.0
3549,中古マンション等,月島,56000000.0,2639999.0,70.0,800000.0,平成15年,10.0,2003.0,2013.0
3548,中古マンション等,月島,55000000.0,2592857.0,70.0,785714.0,平成15年,10.0,2003.0,2013.0
3547,中古マンション等,月島,23000000.0,2529999.0,30.0,766666.0,平成8年,17.0,1996.0,2013.0
262,中古マンション等,月島,33000000.0,1979999.0,55.0,600000.0,平成9年,9.0,1997.0,2006.0
261,中古マンション等,月島,51000000.0,2404285.0,70.0,728571.0,平成13年,5.0,2001.0,2006.0
260,中古マンション等,月島,36000000.0,1979999.0,60.0,600000.0,平成15年,3.0,2003.0,2006.0
259,中古マンション等,月島,33000000.0,1979999.0,55.0,600000.0,平成9年,9.0,1997.0,2006.0
258,中古マンション等,月島,18000000.0,2970000.0,20.0,900000.0,平成14年,4.0,2002.0,2006.0
3526,中古マンション等,月島,11000000.0,1451999.0,25.0,440000.0,昭和49年,39.0,1974.0,2013.0
3527,中古マンション等,月島,14000000.0,3079999.0,15.0,933333.0,平成10年,15.0,1998.0,2013.0
3528,中古マンション等,月島,11000000.0,1451999.0,25.0,440000.0,昭和49年,39.0,1974.0,2013.0
3529,中古マンション等,月島,23000000.0,3035999.0,25.0,920000.0,平成16年,9.0,2004.0,2013.0
3530,中古マンション等,月島,26000000.0,1906666.0,45.0,577777.0,昭和46年,42.0,1971.0,2013.0
3531,中古マンション等,月島,11000000.0,1451999.0,25.0,440000.0,昭和49年,39.0,1974.0,2013.0
3532,中古マンション等,月島,46000000.0,2759999.0,55.0,836363.0,平成8年,17.0,1996.0,2013.0
3533,中古マンション等,月島,42000000.0,2519999.0,55.0,763636.0,平成8年,17.0,1996.0,2013.0
3534,中古マンション等,月島,27000000.0,2227500.0,40.0,675000.0,平成15年,10.0,2003.0,2013.0
3535,中古マンション等,月島,16000000.0,3519999.0,15.0,1066666.0,平成10年,15.0,1998.0,2013.0
3536,中古マンション等,月島,17000000.0,1246666.0,45.0,377777.0,昭和46年,42.0,1971.0,2013.0
3537,中古マンション等,月島,16000000.0,2640000.0,20.0,800000.0,平成16年,9.0,2004.0,2013.0
3538,中古マンション等,月島,37000000.0,2219999.0,55.0,672727.0,平成8年,17.0,1996.0,2013.0
3539,中古マンション等,月島,12000000.0,2639999.0,15.0,800000.0,平成10年,15.0,1998.0,2013.0
3540,中古マンション等,月島,24000000.0,1583999.0,50.0,480000.0,昭和46年,42.0,1971.0,2013.0
3541,中古マンション等,月島,17000000.0,1246666.0,45.0,377777.0,昭和46年,42.0,1971.0,2013.0
3542,中古マンション等,月島,21000000.0,1539999.0,45.0,466666.0,昭和46年,42.0,1971.0,2013.0
3543,中古マンション等,月島,8600000.0,1135199.0,25.0,344000.0,昭和49年,39.0,1974.0,2013.0
3544,中古マンション等,月島,85000000.0,2952631.0,95.0,894736.0,平成25年,0.0,2013.0,2013.0
3545,中古マンション等,月島,24000000.0,2639999.0,30.0,800000.0,平成11年,14.0,1999.0,2013.0
3546,中古マンション等,月島,43000000.0,2579999.0,55.0,781818.0,平成17年,8.0,2005.0,2013.0
43,中古マンション等,月島,8500000.0,1121999.0,25.0,340000.0,昭和49年,31.0,1974.0,2005.0
42,中古マンション等,月島,18000000.0,3959999.0,15.0,1200000.0,平成8年,9.0,1996.0,2005.0
41,中古マンション等,月島,16000000.0,1173333.0,45.0,355555.0,昭和46年,34.0,1971.0,2005.0
6887,中古マンション等,月島,53000000.0,2914999.0,60.0,883333.0,平成20年,10.0,2008.0,2018.0
6855,中古マンション等,月島,17000000.0,2243999.0,25.0,680000.0,昭和49年,44.0,1974.0,2018.0
6854,中古マンション等,月島,9800000.0,2155999.0,15.0,653333.0,昭和49年,44.0,1974.0,2018.0
6853,中古マンション等,月島,13000000.0,1715999.0,25.0,520000.0,昭和49年,44.0,1974.0,2018.0
6852,中古マンション等,月島,22000000.0,2903999.0,25.0,880000.0,平成16年,14.0,2004.0,2018.0
6851,中古マンション等,月島,33000000.0,2419999.0,45.0,733333.0,昭和46年,47.0,1971.0,2018.0
6850,中古マンション等,月島,17000000.0,2243999.0,25.0,680000.0,昭和49年,44.0,1974.0,2018.0
1021,中古マンション等,月島,26000000.0,1906666.0,45.0,577777.0,平成7年,13.0,1995.0,2008.0
4198,中古マンション等,月島,28000000.0,2053333.0,45.0,622222.0,昭和46年,43.0,1971.0,2014.0
4199,中古マンション等,月島,27000000.0,1781999.0,50.0,540000.0,昭和54年,35.0,1979.0,2014.0
4200,中古マンション等,月島,20000000.0,1466666.0,45.0,444444.0,昭和46年,43.0,1971.0,2014.0
4201,中古マンション等,月島,5900000.0,1297999.0,15.0,393333.0,昭和49年,40.0,1974.0,2014.0
4202,中古マンション等,月島,24000000.0,1759999.0,45.0,533333.0,昭和46年,43.0,1971.0,2014.0
4203,中古マンション等,月島,42000000.0,2771999.0,50.0,840000.0,平成16年,10.0,2004.0,2014.0
4204,中古マンション等,月島,52000000.0,2859999.0,60.0,866666.0,平成13年,13.0,2001.0,2014.0
4205,中古マンション等,月島,34000000.0,2805000.0,40.0,850000.0,平成16年,10.0,2004.0,2014.0
4206,中古マンション等,月島,34000000.0,2039999.0,55.0,618181.0,平成7年,19.0,1995.0,2014.0
4207,中古マンション等,月島,40000000.0,2639999.0,50.0,800000.0,平成20年,6.0,2008.0,2014.0
4208,中古マンション等,月島,23000000.0,2529999.0,30.0,766666.0,平成8年,18.0,1996.0,2014.0
4209,中古マンション等,月島,22000000.0,1613333.0,45.0,488888.0,昭和46年,43.0,1971.0,2014.0
4210,中古マンション等,月島,28000000.0,2639999.0,35.0,800000.0,平成13年,13.0,2001.0,2014.0
4211,中古マンション等,月島,57000000.0,2507999.0,75.0,760000.0,平成14年,12.0,2002.0,2014.0
4212,中古マンション等,月島,45000000.0,2121428.0,70.0,642857.0,昭和59年,30.0,1984.0,2014.0
4213,中古マンション等,月島,22000000.0,2419999.0,30.0,733333.0,平成10年,16.0,1998.0,2014.0
4214,中古マンション等,月島,18000000.0,1979999.0,30.0,600000.0,昭和46年,43.0,1971.0,2014.0
4215,中古マンション等,月島,67000000.0,2601176.0,85.0,788235.0,平成15年,11.0,2003.0,2014.0
4216,中古マンション等,月島,45000000.0,2474999.0,60.0,750000.0,平成15年,11.0,2003.0,2014.0
4217,中古マンション等,月島,19000000.0,3135000.0,20.0,950000.0,平成14年,12.0,2002.0,2014.0
6856,中古マンション等,月島,17000000.0,3739999.0,15.0,1133333.0,平成10年,20.0,1998.0,2018.0
263,中古マンション等,月島,24000000.0,2262857.0,35.0,685714.0,平成13年,5.0,2001.0,2006.0
6857,中古マンション等,月島,30000000.0,3959999.0,25.0,1200000.0,平成16年,14.0,2004.0,2018.0
6859,中古マンション等,月島,52000000.0,3431999.0,50.0,1040000.0,平成26年,4.0,2014.0,2018.0
6886,中古マンション等,月島,56000000.0,2639999.0,70.0,800000.0,昭和59年,34.0,1984.0,2018.0
6885,中古マンション等,月島,24000000.0,3960000.0,20.0,1200000.0,平成14年,16.0,2002.0,2018.0
6884,中古マンション等,月島,120000000.0,4168421.0,95.0,1263157.0,平成27年,3.0,2015.0,2018.0
6883,中古マンション等,月島,21000000.0,1732500.0,40.0,525000.0,昭和46年,47.0,1971.0,2018.0
6882,中古マンション等,月島,55000000.0,3299999.0,55.0,1000000.0,平成24年,6.0,2012.0,2018.0
6881,中古マンション等,月島,20000000.0,3300000.0,20.0,1000000.0,平成14年,16.0,2002.0,2018.0
6880,中古マンション等,月島,54000000.0,3239999.0,55.0,981818.0,平成24年,6.0,2012.0,2018.0
6879,中古マンション等,月島,47000000.0,3101999.0,50.0,940000.0,平成20年,10.0,2008.0,2018.0
6878,中古マンション等,月島,77000000.0,3176250.0,80.0,962500.0,平成15年,15.0,2003.0,2018.0
6877,中古マンション等,月島,40000000.0,3300000.0,40.0,1000000.0,平成23年,7.0,2011.0,2018.0
6876,中古マンション等,月島,36000000.0,2159999.0,55.0,654545.0,平成14年,16.0,2002.0,2018.0
6875,中古マンション等,月島,100000000.0,3666666.0,90.0,1111111.0,平成15年,15.0,2003.0,2018.0
6874,中古マンション等,月島,45000000.0,2474999.0,60.0,750000.0,平成24年,6.0,2012.0,2018.0
6873,中古マンション等,月島,24000000.0,3167999.0,25.0,960000.0,平成23年,7.0,2011.0,2018.0
6872,中古マンション等,月島,99000000.0,3629999.0,90.0,1100000.0,平成15年,15.0,2003.0,2018.0
6871,中古マンション等,月島,36000000.0,3394285.0,35.0,1028571.0,平成16年,14.0,2004.0,2018.0
6870,中古マンション等,月島,70000000.0,3299999.0,70.0,1000000.0,平成15年,15.0,2003.0,2018.0
6869,中古マンション等,月島,29000000.0,4785000.0,20.0,1450000.0,平成14年,16.0,2002.0,2018.0
6868,中古マンション等,月島,21000000.0,3465000.0,20.0,1050000.0,平成14年,16.0,2002.0,2018.0
6867,中古マンション等,月島,89000000.0,4518461.0,65.0,1369230.0,平成27年,3.0,2015.0,2018.0
6866,中古マンション等,月島,24000000.0,3960000.0,20.0,1200000.0,平成15年,15.0,2003.0,2018.0
6865,中古マンション等,月島,57000000.0,2687142.0,70.0,814285.0,昭和59年,34.0,1984.0,2018.0
6864,中古マンション等,月島,82000000.0,3607999.0,75.0,1093333.0,平成25年,5.0,2013.0,2018.0
6863,中古マンション等,月島,53000000.0,3179999.0,55.0,963636.0,平成14年,16.0,2002.0,2018.0
6862,中古マンション等,月島,79000000.0,3258750.0,80.0,987500.0,平成15年,15.0,2003.0,2018.0
6861,中古マンション等,月島,15000000.0,1979999.0,25.0,600000.0,昭和49年,44.0,1974.0,2018.0
6860,中古マンション等,月島,16000000.0,1173333.0,45.0,355555.0,昭和46年,47.0,1971.0,2018.0
6858,中古マンション等,月島,10000000.0,2199999.0,15.0,666666.0,昭和49年,44.0,1974.0,2018.0
264,中古マンション等,月島,35000000.0,2309999.0,50.0,700000.0,平成10年,8.0,1998.0,2006.0
6220,中古マンション等,月島,55000000.0,3024999.0,60.0,916666.0,平成24年,5.0,2012.0,2017.0
549,中古マンション等,月島,13000000.0,2859999.0,15.0,866666.0,平成10年,9.0,1998.0,2007.0
563,中古マンション等,月島,43000000.0,2364999.0,60.0,716666.0,平成7年,12.0,1995.0,2007.0
562,中古マンション等,月島,85000000.0,4007142.0,70.0,1214285.0,平成14年,5.0,2002.0,2007.0
561,中古マンション等,月島,53000000.0,3179999.0,55.0,963636.0,平成15年,4.0,2003.0,2007.0
560,中古マンション等,月島,14000000.0,1155000.0,40.0,350000.0,昭和46年,36.0,1971.0,2007.0
559,中古マンション等,月島,17000000.0,2805000.0,20.0,850000.0,平成15年,4.0,2003.0,2007.0
1019,中古マンション等,月島,14000000.0,923999.0,50.0,280000.0,昭和46年,37.0,1971.0,2008.0
1018,中古マンション等,月島,22000000.0,2903999.0,25.0,880000.0,平成16年,4.0,2004.0,2008.0
1017,中古マンション等,月島,48000000.0,2879999.0,55.0,872727.0,平成15年,5.0,2003.0,2008.0
564,中古マンション等,月島,49000000.0,2487692.0,65.0,753846.0,平成11年,8.0,1999.0,2007.0
558,中古マンション等,月島,23000000.0,1686666.0,45.0,511111.0,昭和46年,36.0,1971.0,2007.0
553,中古マンション等,月島,28000000.0,1679999.0,55.0,509090.0,昭和46年,36.0,1971.0,2007.0
554,中古マンション等,月島,22000000.0,1451999.0,50.0,440000.0,昭和49年,33.0,1974.0,2007.0
552,中古マンション等,月島,11000000.0,1451999.0,25.0,440000.0,昭和49年,33.0,1974.0,2007.0
551,中古マンション等,月島,12000000.0,2639999.0,15.0,800000.0,平成10年,9.0,1998.0,2007.0
550,中古マンション等,月島,17000000.0,1602857.0,35.0,485714.0,昭和48年,34.0,1973.0,2007.0
557,中古マンション等,月島,9500000.0,1253999.0,25.0,380000.0,昭和45年,37.0,1970.0,2007.0
548,中古マンション等,月島,12000000.0,1583999.0,25.0,480000.0,昭和49年,33.0,1974.0,2007.0
547,中古マンション等,月島,9500000.0,1253999.0,25.0,380000.0,昭和49年,33.0,1974.0,2007.0
1016,中古マンション等,月島,9500000.0,2089999.0,15.0,633333.0,平成8年,12.0,1996.0,2008.0
555,中古マンション等,月島,16000000.0,1173333.0,45.0,355555.0,昭和46年,36.0,1971.0,2007.0
565,中古マンション等,月島,40000000.0,2030769.0,65.0,615384.0,平成11年,8.0,1999.0,2007.0
567,中古マンション等,月島,44000000.0,2419999.0,60.0,733333.0,平成15年,4.0,2003.0,2007.0
1011,中古マンション等,月島,12000000.0,1583999.0,25.0,480000.0,昭和49年,34.0,1974.0,2008.0
566,中古マンション等,月島,63000000.0,2598750.0,80.0,787500.0,平成13年,6.0,2001.0,2007.0
1013,中古マンション等,月島,39000000.0,2339999.0,55.0,709090.0,平成8年,12.0,1996.0,2008.0
1014,中古マンション等,月島,47000000.0,2215714.0,70.0,671428.0,平成13年,7.0,2001.0,2008.0
1012,中古マンション等,月島,14000000.0,3079999.0,15.0,933333.0,平成10年,10.0,1998.0,2008.0
568,中古マンション等,月島,14000000.0,1847999.0,25.0,560000.0,昭和46年,36.0,1971.0,2007.0
556,中古マンション等,月島,12000000.0,1980000.0,20.0,600000.0,平成10年,9.0,1998.0,2007.0
2317,中古マンション等,東日本橋,14000000.0,2310000.0,20.0,700000.0,平成16年,6.0,2004.0,2010.0
2316,中古マンション等,東日本橋,24000000.0,2262857.0,35.0,685714.0,平成17年,5.0,2005.0,2010.0
2315,中古マンション等,東日本橋,14000000.0,2310000.0,20.0,700000.0,平成14年,8.0,2002.0,2010.0
2314,中古マンション等,東日本橋,37000000.0,2034999.0,60.0,616666.0,平成17年,5.0,2005.0,2010.0
2319,中古マンション等,東日本橋,21000000.0,3465000.0,20.0,1050000.0,平成16年,6.0,2004.0,2010.0
2320,中古マンション等,東日本橋,16000000.0,2640000.0,20.0,800000.0,平成11年,11.0,1999.0,2010.0
2321,中古マンション等,東日本橋,16000000.0,2640000.0,20.0,800000.0,平成14年,8.0,2002.0,2010.0
2322,中古マンション等,東日本橋,15000000.0,2475000.0,20.0,750000.0,平成15年,7.0,2003.0,2010.0
2323,中古マンション等,東日本橋,19000000.0,3135000.0,20.0,950000.0,平成16年,6.0,2004.0,2010.0
2324,中古マンション等,東日本橋,17000000.0,2805000.0,20.0,850000.0,平成13年,9.0,2001.0,2010.0
2325,中古マンション等,東日本橋,17000000.0,2805000.0,20.0,850000.0,平成13年,9.0,2001.0,2010.0
2318,中古マンション等,東日本橋,20000000.0,3300000.0,20.0,1000000.0,平成16年,6.0,2004.0,2010.0
7269,中古マンション等,東日本橋,22000000.0,3630000.0,20.0,1100000.0,平成16年,14.0,2004.0,2018.0
2313,中古マンション等,東日本橋,16000000.0,2111999.0,25.0,640000.0,平成17年,5.0,2005.0,2010.0
4528,中古マンション等,東日本橋,46000000.0,3035999.0,50.0,920000.0,平成25年,1.0,2013.0,2014.0
4527,中古マンション等,東日本橋,16000000.0,2640000.0,20.0,800000.0,平成16年,10.0,2004.0,2014.0
4526,中古マンション等,東日本橋,19000000.0,3135000.0,20.0,950000.0,平成16年,10.0,2004.0,2014.0
4525,中古マンション等,東日本橋,21000000.0,3465000.0,20.0,1050000.0,平成16年,10.0,2004.0,2014.0
4524,中古マンション等,東日本橋,29000000.0,2392500.0,40.0,725000.0,平成19年,7.0,2007.0,2014.0
4523,中古マンション等,東日本橋,30000000.0,2475000.0,40.0,750000.0,平成17年,9.0,2005.0,2014.0
4522,中古マンション等,東日本橋,30000000.0,2475000.0,40.0,750000.0,平成19年,7.0,2007.0,2014.0
4521,中古マンション等,東日本橋,21000000.0,3465000.0,20.0,1050000.0,平成16年,10.0,2004.0,2014.0
4520,中古マンション等,東日本橋,26000000.0,3431999.0,25.0,1040000.0,平成24年,2.0,2012.0,2014.0
4519,中古マンション等,東日本橋,70000000.0,2887500.0,80.0,875000.0,平成7年,19.0,1995.0,2014.0
4518,中古マンション等,東日本橋,48000000.0,2639999.0,60.0,800000.0,平成7年,19.0,1995.0,2014.0
4517,中古マンション等,東日本橋,48000000.0,2639999.0,60.0,800000.0,平成7年,19.0,1995.0,2014.0
4516,中古マンション等,東日本橋,68000000.0,2991999.0,75.0,906666.0,平成7年,19.0,1995.0,2014.0
4515,中古マンション等,東日本橋,18000000.0,2375999.0,25.0,720000.0,平成16年,10.0,2004.0,2014.0
4514,中古マンション等,東日本橋,29000000.0,2392500.0,40.0,725000.0,平成15年,11.0,2003.0,2014.0
4546,中古マンション等,東日本橋,16000000.0,2640000.0,20.0,800000.0,平成22年,4.0,2010.0,2014.0
4547,中古マンション等,東日本橋,18000000.0,2970000.0,20.0,900000.0,平成17年,9.0,2005.0,2014.0
2312,中古マンション等,東日本橋,29000000.0,2392500.0,40.0,725000.0,平成17年,5.0,2005.0,2010.0
2311,中古マンション等,東日本橋,28000000.0,3079999.0,30.0,933333.0,平成13年,9.0,2001.0,2010.0
2310,中古マンション等,東日本橋,21000000.0,3465000.0,20.0,1050000.0,平成13年,9.0,2001.0,2010.0
8854,中古マンション等,東日本橋,33000000.0,3629999.0,30.0,1100000.0,平成22年,10.0,2010.0,2020.0
8855,中古マンション等,東日本橋,36000000.0,2970000.0,40.0,900000.0,平成13年,19.0,2001.0,2020.0
8856,中古マンション等,東日本橋,35000000.0,4619999.0,25.0,1400000.0,平成27年,5.0,2015.0,2020.0
2326,中古マンション等,東日本橋,20000000.0,3300000.0,20.0,1000000.0,平成13年,9.0,2001.0,2010.0
8857,中古マンション等,東日本橋,43000000.0,4054285.0,35.0,1228571.0,平成23年,9.0,2011.0,2020.0
4553,中古マンション等,東日本橋,45000000.0,2474999.0,60.0,750000.0,平成16年,10.0,2004.0,2014.0
4552,中古マンション等,東日本橋,20000000.0,3300000.0,20.0,1000000.0,平成13年,13.0,2001.0,2014.0
4551,中古マンション等,東日本橋,40000000.0,1885714.0,70.0,571428.0,平成10年,16.0,1998.0,2014.0
4550,中古マンション等,東日本橋,42000000.0,2771999.0,50.0,840000.0,平成21年,5.0,2009.0,2014.0
4549,中古マンション等,東日本橋,17000000.0,2805000.0,20.0,850000.0,平成13年,13.0,2001.0,2014.0
4548,中古マンション等,東日本橋,1900000.0,313500.0,20.0,95000.0,平成16年,10.0,2004.0,2014.0
4554,中古マンション等,東日本橋,20000000.0,3300000.0,20.0,1000000.0,平成16年,10.0,2004.0,2014.0
2327,中古マンション等,東日本橋,31000000.0,2273333.0,45.0,688888.0,平成17年,5.0,2005.0,2010.0
2332,中古マンション等,東日本橋,28000000.0,3079999.0,30.0,933333.0,平成13年,9.0,2001.0,2010.0
2329,中古マンション等,東日本橋,14000000.0,2310000.0,20.0,700000.0,平成16年,6.0,2004.0,2010.0
3266,中古マンション等,東日本橋,16000000.0,2640000.0,20.0,800000.0,平成13年,11.0,2001.0,2012.0
3267,中古マンション等,東日本橋,28000000.0,2639999.0,35.0,800000.0,平成21年,3.0,2009.0,2012.0
3268,中古マンション等,東日本橋,24000000.0,1980000.0,40.0,600000.0,平成17年,7.0,2005.0,2012.0
3269,中古マンション等,東日本橋,12000000.0,1980000.0,20.0,600000.0,平成13年,11.0,2001.0,2012.0
8848,中古マンション等,東日本橋,59000000.0,3893999.0,50.0,1180000.0,平成26年,6.0,2014.0,2020.0
8847,中古マンション等,東日本橋,33000000.0,3629999.0,30.0,1100000.0,平成15年,17.0,2003.0,2020.0
8846,中古マンション等,東日本橋,22000000.0,3630000.0,20.0,1100000.0,平成16年,16.0,2004.0,2020.0
8845,中古マンション等,東日本橋,22000000.0,3630000.0,20.0,1100000.0,平成13年,19.0,2001.0,2020.0
8844,中古マンション等,東日本橋,25000000.0,4125000.0,20.0,1250000.0,平成16年,16.0,2004.0,2020.0
8843,中古マンション等,東日本橋,41000000.0,3006666.0,45.0,911111.0,平成15年,17.0,2003.0,2020.0
8842,中古マンション等,東日本橋,41000000.0,3382500.0,40.0,1025000.0,平成16年,16.0,2004.0,2020.0
8841,中古マンション等,東日本橋,43000000.0,3547500.0,40.0,1075000.0,平成15年,17.0,2003.0,2020.0
8840,中古マンション等,東日本橋,42000000.0,3465000.0,40.0,1050000.0,平成17年,15.0,2005.0,2020.0
8839,中古マンション等,東日本橋,37000000.0,3488571.0,35.0,1057142.0,平成21年,11.0,2009.0,2020.0
8838,中古マンション等,東日本橋,38000000.0,3582857.0,35.0,1085714.0,平成16年,16.0,2004.0,2020.0
8837,中古マンション等,東日本橋,24000000.0,5279999.0,15.0,1600000.0,平成13年,19.0,2001.0,2020.0
8836,中古マンション等,東日本橋,28000000.0,4620000.0,20.0,1400000.0,平成16年,16.0,2004.0,2020.0
8822,中古マンション等,東日本橋,23000000.0,3795000.0,20.0,1150000.0,平成16年,16.0,2004.0,2020.0
8823,中古マンション等,東日本橋,28000000.0,3695999.0,25.0,1120000.0,平成24年,8.0,2012.0,2020.0
8824,中古マンション等,東日本橋,23000000.0,3035999.0,25.0,920000.0,平成16年,16.0,2004.0,2020.0
8825,中古マンション等,東日本橋,24000000.0,3960000.0,20.0,1200000.0,平成16年,16.0,2004.0,2020.0
8826,中古マンション等,東日本橋,51000000.0,3365999.0,50.0,1020000.0,平成24年,8.0,2012.0,2020.0
8827,中古マンション等,東日本橋,22000000.0,3630000.0,20.0,1100000.0,平成13年,19.0,2001.0,2020.0
3265,中古マンション等,東日本橋,18000000.0,3959999.0,15.0,1200000.0,平成16年,8.0,2004.0,2012.0
8828,中古マンション等,東日本橋,60000000.0,3299999.0,60.0,1000000.0,平成29年,3.0,2017.0,2020.0
8830,中古マンション等,東日本橋,67000000.0,4019999.0,55.0,1218181.0,平成29年,3.0,2017.0,2020.0
8831,中古マンション等,東日本橋,38000000.0,3135000.0,40.0,950000.0,平成21年,11.0,2009.0,2020.0
8832,中古マンション等,東日本橋,22000000.0,4839999.0,15.0,1466666.0,平成16年,16.0,2004.0,2020.0
8833,中古マンション等,東日本橋,37000000.0,3488571.0,35.0,1057142.0,平成17年,15.0,2005.0,2020.0
7268,中古マンション等,東日本橋,22000000.0,3630000.0,20.0,1100000.0,平成18年,12.0,2006.0,2018.0
8835,中古マンション等,東日本橋,23000000.0,5059999.0,15.0,1533333.0,平成16年,16.0,2004.0,2020.0
8829,中古マンション等,東日本橋,40000000.0,3771428.0,35.0,1142857.0,平成17年,15.0,2005.0,2020.0
2328,中古マンション等,東日本橋,50000000.0,2357142.0,70.0,714285.0,平成12年,10.0,2000.0,2010.0
3264,中古マンション等,東日本橋,13000000.0,2145000.0,20.0,650000.0,平成16年,8.0,2004.0,2012.0
3262,中古マンション等,東日本橋,20000000.0,1885714.0,35.0,571428.0,平成12年,12.0,2000.0,2012.0
2330,中古マンション等,東日本橋,17000000.0,2243999.0,25.0,680000.0,平成13年,9.0,2001.0,2010.0
2331,中古マンション等,東日本橋,17000000.0,2805000.0,20.0,850000.0,平成13年,9.0,2001.0,2010.0
4529,中古マンション等,東日本橋,17000000.0,2805000.0,20.0,850000.0,平成16年,10.0,2004.0,2014.0
2333,中古マンション等,東日本橋,12000000.0,2639999.0,15.0,800000.0,平成9年,13.0,1997.0,2010.0
