,種類,地区名,取引価格（総額）,坪単価,面積（㎡）,取引価格（㎡単価）,建築年,取引時築年数,西暦築年,取引年
806,中古マンション等,勝どき,100000000.0,2444444.0,135.0,740740.0,平成20年,0.0,2008.0,2008.0
805,中古マンション等,勝どき,60000000.0,2639999.0,75.0,800000.0,平成20年,0.0,2008.0,2008.0
804,中古マンション等,勝どき,55000000.0,2592857.0,70.0,785714.0,平成20年,0.0,2008.0,2008.0
803,中古マンション等,勝どき,49000000.0,2487692.0,65.0,753846.0,平成20年,0.0,2008.0,2008.0
802,中古マンション等,勝どき,55000000.0,3024999.0,60.0,916666.0,平成20年,0.0,2008.0,2008.0
824,中古マンション等,勝どき,91000000.0,2502499.0,120.0,758333.0,平成12年,8.0,2000.0,2008.0
872,中古マンション等,勝どき,48000000.0,2262857.0,70.0,685714.0,平成11年,9.0,1999.0,2008.0
457,中古マンション等,勝どき,31000000.0,2045999.0,50.0,620000.0,昭和59年,23.0,1984.0,2007.0
6073,中古マンション等,勝どき,63000000.0,2969999.0,70.0,900000.0,平成20年,9.0,2008.0,2017.0
154,中古マンション等,勝どき,7800000.0,1715999.0,15.0,520000.0,昭和50年,31.0,1975.0,2006.0
153,中古マンション等,勝どき,9300000.0,1534500.0,20.0,465000.0,昭和46年,35.0,1971.0,2006.0
152,中古マンション等,勝どき,39000000.0,1838571.0,70.0,557142.0,平成11年,7.0,1999.0,2006.0
151,中古マンション等,勝どき,7200000.0,678857.0,35.0,205714.0,昭和48年,33.0,1973.0,2006.0
150,中古マンション等,勝どき,7800000.0,1287000.0,20.0,390000.0,昭和56年,25.0,1981.0,2006.0
149,中古マンション等,勝どき,21000000.0,1385999.0,50.0,420000.0,昭和55年,26.0,1980.0,2006.0
148,中古マンション等,勝どき,21000000.0,1979999.0,35.0,600000.0,昭和50年,31.0,1975.0,2006.0
147,中古マンション等,勝どき,47000000.0,2584999.0,60.0,783333.0,平成12年,6.0,2000.0,2006.0
146,中古マンション等,勝どき,7800000.0,1715999.0,15.0,520000.0,昭和50年,31.0,1975.0,2006.0
155,中古マンション等,勝どき,44000000.0,1935999.0,75.0,586666.0,平成12年,6.0,2000.0,2006.0
145,中古マンション等,勝どき,27000000.0,2227500.0,40.0,675000.0,平成12年,6.0,2000.0,2006.0
143,中古マンション等,勝どき,12000000.0,791999.0,50.0,240000.0,昭和50年,31.0,1975.0,2006.0
142,中古マンション等,勝どき,11000000.0,1209999.0,30.0,366666.0,昭和48年,33.0,1973.0,2006.0
141,中古マンション等,勝どき,21000000.0,1385999.0,50.0,420000.0,昭和59年,22.0,1984.0,2006.0
140,中古マンション等,勝どき,11000000.0,1451999.0,25.0,440000.0,昭和50年,31.0,1975.0,2006.0
139,中古マンション等,勝どき,32000000.0,2346666.0,45.0,711111.0,平成11年,7.0,1999.0,2006.0
138,中古マンション等,勝どき,28000000.0,1847999.0,50.0,560000.0,昭和59年,22.0,1984.0,2006.0
137,中古マンション等,勝どき,43000000.0,2183076.0,65.0,661538.0,平成15年,3.0,2003.0,2006.0
136,中古マンション等,勝どき,13000000.0,1225714.0,35.0,371428.0,昭和48年,33.0,1973.0,2006.0
135,中古マンション等,勝どき,950000.0,78375.0,40.0,23750.0,昭和47年,34.0,1972.0,2006.0
144,中古マンション等,勝どき,29000000.0,1472307.0,65.0,446153.0,昭和50年,31.0,1975.0,2006.0
134,中古マンション等,勝どき,9500000.0,895714.0,35.0,271428.0,昭和47年,34.0,1972.0,2006.0
156,中古マンション等,勝どき,8800000.0,1935999.0,15.0,586666.0,昭和50年,31.0,1975.0,2006.0
158,中古マンション等,勝どき,14000000.0,1539999.0,30.0,466666.0,昭和48年,33.0,1973.0,2006.0
6016,中古マンション等,勝どき,33000000.0,3111428.0,35.0,942857.0,平成24年,5.0,2012.0,2017.0
6015,中古マンション等,勝どき,85000000.0,3299999.0,85.0,1000000.0,平成20年,9.0,2008.0,2017.0
6014,中古マンション等,勝どき,84000000.0,2519999.0,110.0,763636.0,平成12年,17.0,2000.0,2017.0
6013,中古マンション等,勝どき,66000000.0,2903999.0,75.0,880000.0,平成20年,9.0,2008.0,2017.0
6012,中古マンション等,勝どき,25000000.0,4125000.0,20.0,1250000.0,平成20年,9.0,2008.0,2017.0
6011,中古マンション等,勝どき,51000000.0,2804999.0,60.0,850000.0,平成19年,10.0,2007.0,2017.0
6010,中古マンション等,勝どき,35000000.0,3299999.0,35.0,1000000.0,平成22年,7.0,2010.0,2017.0
6009,中古マンション等,勝どき,48000000.0,3519999.0,45.0,1066666.0,平成22年,7.0,2010.0,2017.0
6008,中古マンション等,勝どき,56000000.0,2843076.0,65.0,861538.0,平成12年,17.0,2000.0,2017.0
157,中古マンション等,勝どき,10000000.0,825000.0,40.0,250000.0,昭和46年,35.0,1971.0,2006.0
6007,中古マンション等,勝どき,56000000.0,3079999.0,60.0,933333.0,平成20年,9.0,2008.0,2017.0
6005,中古マンション等,勝どき,44000000.0,2639999.0,55.0,800000.0,平成15年,14.0,2003.0,2017.0
6004,中古マンション等,勝どき,71000000.0,3347142.0,70.0,1014285.0,平成28年,1.0,2016.0,2017.0
6003,中古マンション等,勝どき,39000000.0,3677142.0,35.0,1114285.0,平成22年,7.0,2010.0,2017.0
6002,中古マンション等,勝どき,80000000.0,3300000.0,80.0,1000000.0,平成22年,7.0,2010.0,2017.0
6001,中古マンション等,勝どき,8700000.0,1435500.0,20.0,435000.0,昭和50年,42.0,1975.0,2017.0
6000,中古マンション等,勝どき,37000000.0,3052500.0,40.0,925000.0,平成21年,8.0,2009.0,2017.0
161,中古マンション等,勝どき,42000000.0,2519999.0,55.0,763636.0,平成10年,8.0,1998.0,2006.0
160,中古マンション等,勝どき,27000000.0,1781999.0,50.0,540000.0,平成15年,3.0,2003.0,2006.0
159,中古マンション等,勝どき,32000000.0,1759999.0,60.0,533333.0,平成15年,3.0,2003.0,2006.0
6006,中古マンション等,勝どき,110000000.0,4537500.0,80.0,1375000.0,平成28年,1.0,2016.0,2017.0
5999,中古マンション等,勝どき,23000000.0,2168571.0,35.0,657142.0,昭和48年,44.0,1973.0,2017.0
5998,中古マンション等,勝どき,16000000.0,2640000.0,20.0,800000.0,昭和46年,46.0,1971.0,2017.0
5997,中古マンション等,勝どき,65000000.0,3299999.0,65.0,1000000.0,平成28年,1.0,2016.0,2017.0
5971,中古マンション等,勝どき,50000000.0,2749999.0,60.0,833333.0,平成20年,9.0,2008.0,2017.0
5970,中古マンション等,勝どき,100000000.0,2869565.0,115.0,869565.0,平成20年,9.0,2008.0,2017.0
5969,中古マンション等,勝どき,22000000.0,3630000.0,20.0,1100000.0,平成19年,10.0,2007.0,2017.0
5968,中古マンション等,勝どき,22000000.0,3630000.0,20.0,1100000.0,平成14年,15.0,2002.0,2017.0
5967,中古マンション等,勝どき,35000000.0,3299999.0,35.0,1000000.0,平成22年,7.0,2010.0,2017.0
5966,中古マンション等,勝どき,34000000.0,2805000.0,40.0,850000.0,平成20年,9.0,2008.0,2017.0
5965,中古マンション等,勝どき,18000000.0,1979999.0,30.0,600000.0,昭和48年,44.0,1973.0,2017.0
5964,中古マンション等,勝どき,73000000.0,3441428.0,70.0,1042857.0,平成28年,1.0,2016.0,2017.0
17,中古マンション等,勝どき,23000000.0,1897500.0,40.0,575000.0,昭和50年,30.0,1975.0,2005.0
5972,中古マンション等,勝どき,50000000.0,4125000.0,40.0,1250000.0,平成28年,1.0,2016.0,2017.0
16,中古マンション等,勝どき,38000000.0,1475294.0,85.0,447058.0,昭和50年,30.0,1975.0,2005.0
14,中古マンション等,勝どき,80000000.0,2199999.0,120.0,666666.0,平成13年,4.0,2001.0,2005.0
13,中古マンション等,勝どき,35000000.0,1924999.0,60.0,583333.0,平成11年,6.0,1999.0,2005.0
12,中古マンション等,勝どき,39000000.0,1715999.0,75.0,520000.0,平成12年,5.0,2000.0,2005.0
11,中古マンション等,勝どき,14000000.0,1026666.0,45.0,311111.0,昭和49年,31.0,1974.0,2005.0
10,中古マンション等,勝どき,7500000.0,989999.0,25.0,300000.0,昭和50年,30.0,1975.0,2005.0
9,中古マンション等,勝どき,51000000.0,2243999.0,75.0,680000.0,平成12年,5.0,2000.0,2005.0
8,中古マンション等,勝どき,34000000.0,1869999.0,60.0,566666.0,平成15年,2.0,2003.0,2005.0
7,中古マンション等,勝どき,33000000.0,1814999.0,60.0,550000.0,平成10年,7.0,1998.0,2005.0
6,中古マンション等,勝どき,7500000.0,1649999.0,15.0,500000.0,昭和50年,30.0,1975.0,2005.0
15,中古マンション等,勝どき,9000000.0,1187999.0,25.0,360000.0,昭和46年,34.0,1971.0,2005.0
5973,中古マンション等,勝どき,49000000.0,2694999.0,60.0,816666.0,平成15年,14.0,2003.0,2017.0
5974,中古マンション等,勝どき,89000000.0,3263333.0,90.0,988888.0,平成20年,9.0,2008.0,2017.0
5975,中古マンション等,勝どき,120000000.0,3959999.0,100.0,1200000.0,平成28年,1.0,2016.0,2017.0
5996,中古マンション等,勝どき,54000000.0,3239999.0,55.0,981818.0,平成28年,1.0,2016.0,2017.0
5995,中古マンション等,勝どき,43000000.0,2579999.0,55.0,781818.0,平成22年,7.0,2010.0,2017.0
5994,中古マンション等,勝どき,35000000.0,3299999.0,35.0,1000000.0,平成22年,7.0,2010.0,2017.0
5993,中古マンション等,勝どき,110000000.0,3457142.0,105.0,1047619.0,平成20年,9.0,2008.0,2017.0
5992,中古マンション等,勝どき,84000000.0,3959999.0,70.0,1200000.0,平成28年,1.0,2016.0,2017.0
5991,中古マンション等,勝どき,61000000.0,3354999.0,60.0,1016666.0,平成20年,9.0,2008.0,2017.0
5990,中古マンション等,勝どき,50000000.0,2538461.0,65.0,769230.0,平成19年,10.0,2007.0,2017.0
5989,中古マンション等,勝どき,66000000.0,3350769.0,65.0,1015384.0,平成28年,1.0,2016.0,2017.0
5988,中古マンション等,勝どき,56000000.0,3079999.0,60.0,933333.0,平成28年,1.0,2016.0,2017.0
5987,中古マンション等,勝どき,140000000.0,3553846.0,130.0,1076923.0,平成20年,9.0,2008.0,2017.0
5986,中古マンション等,勝どき,30000000.0,2828571.0,35.0,857142.0,平成26年,3.0,2014.0,2017.0
5985,中古マンション等,勝どき,120000000.0,4950000.0,80.0,1500000.0,平成22年,7.0,2010.0,2017.0
5984,中古マンション等,勝どき,71000000.0,3347142.0,70.0,1014285.0,平成28年,1.0,2016.0,2017.0
5983,中古マンション等,勝どき,68000000.0,2805000.0,80.0,850000.0,平成12年,17.0,2000.0,2017.0
5982,中古マンション等,勝どき,53000000.0,3179999.0,55.0,963636.0,平成28年,1.0,2016.0,2017.0
5981,中古マンション等,勝どき,55000000.0,2792307.0,65.0,846153.0,平成19年,10.0,2007.0,2017.0
5980,中古マンション等,勝どき,49000000.0,2939999.0,55.0,890909.0,平成28年,1.0,2016.0,2017.0
5979,中古マンション等,勝どき,46000000.0,2529999.0,60.0,766666.0,平成15年,14.0,2003.0,2017.0
5978,中古マンション等,勝どき,27000000.0,4455000.0,20.0,1350000.0,平成20年,9.0,2008.0,2017.0
5977,中古マンション等,勝どき,78000000.0,3217500.0,80.0,975000.0,平成28年,1.0,2016.0,2017.0
5976,中古マンション等,勝どき,57000000.0,3134999.0,60.0,950000.0,平成20年,9.0,2008.0,2017.0
6017,中古マンション等,勝どき,72000000.0,3167999.0,75.0,960000.0,平成28年,1.0,2016.0,2017.0
6018,中古マンション等,勝どき,58000000.0,2944615.0,65.0,892307.0,平成28年,1.0,2016.0,2017.0
6019,中古マンション等,勝どき,77000000.0,3387999.0,75.0,1026666.0,平成20年,9.0,2008.0,2017.0
6020,中古マンション等,勝どき,48000000.0,3960000.0,40.0,1200000.0,平成28年,1.0,2016.0,2017.0
3357,中古マンション等,勝どき,54000000.0,3239999.0,55.0,981818.0,平成22年,3.0,2010.0,2013.0
3358,中古マンション等,勝どき,40000000.0,3300000.0,40.0,1000000.0,平成24年,1.0,2012.0,2013.0
3359,中古マンション等,勝どき,44000000.0,2639999.0,55.0,800000.0,平成24年,1.0,2012.0,2013.0
3360,中古マンション等,勝どき,55000000.0,2792307.0,65.0,846153.0,平成19年,6.0,2007.0,2013.0
3361,中古マンション等,勝どき,54000000.0,2545714.0,70.0,771428.0,平成20年,5.0,2008.0,2013.0
3362,中古マンション等,勝どき,39000000.0,2144999.0,60.0,650000.0,平成12年,13.0,2000.0,2013.0
3363,中古マンション等,勝どき,33000000.0,1979999.0,55.0,600000.0,平成16年,9.0,2004.0,2013.0
3364,中古マンション等,勝どき,11000000.0,1037142.0,35.0,314285.0,昭和48年,40.0,1973.0,2013.0
3365,中古マンション等,勝どき,45000000.0,2284615.0,65.0,692307.0,平成20年,5.0,2008.0,2013.0
3356,中古マンション等,勝どき,63000000.0,2445882.0,85.0,741176.0,平成20年,5.0,2008.0,2013.0
3366,中古マンション等,勝どき,38000000.0,2507999.0,50.0,760000.0,平成20年,5.0,2008.0,2013.0
3368,中古マンション等,勝どき,46000000.0,3035999.0,50.0,920000.0,平成22年,3.0,2010.0,2013.0
3369,中古マンション等,勝どき,65000000.0,2383333.0,90.0,722222.0,平成20年,5.0,2008.0,2013.0
3370,中古マンション等,勝どき,23000000.0,1897500.0,40.0,575000.0,平成19年,6.0,2007.0,2013.0
3371,中古マンション等,勝どき,10000000.0,1650000.0,20.0,500000.0,昭和50年,38.0,1975.0,2013.0
3372,中古マンション等,勝どき,8000000.0,1320000.0,20.0,400000.0,昭和50年,38.0,1975.0,2013.0
3373,中古マンション等,勝どき,15000000.0,2475000.0,20.0,750000.0,昭和50年,38.0,1975.0,2013.0
3374,中古マンション等,勝どき,42000000.0,2519999.0,55.0,763636.0,平成19年,6.0,2007.0,2013.0
3375,中古マンション等,勝どき,35000000.0,1776923.0,65.0,538461.0,平成9年,16.0,1997.0,2013.0
3376,中古マンション等,勝どき,56000000.0,2639999.0,70.0,800000.0,平成20年,5.0,2008.0,2013.0
3367,中古マンション等,勝どき,48000000.0,2262857.0,70.0,685714.0,平成19年,6.0,2007.0,2013.0
3355,中古マンション等,勝どき,13000000.0,1429999.0,30.0,433333.0,昭和48年,40.0,1973.0,2013.0
3354,中古マンション等,勝どき,92000000.0,3795000.0,80.0,1150000.0,平成22年,3.0,2010.0,2013.0
3353,中古マンション等,勝どき,45000000.0,2121428.0,70.0,642857.0,平成12年,13.0,2000.0,2013.0
6072,中古マンション等,勝どき,57000000.0,3419999.0,55.0,1036363.0,平成28年,1.0,2016.0,2017.0
6071,中古マンション等,勝どき,100000000.0,2999999.0,110.0,909090.0,平成20年,9.0,2008.0,2017.0
6070,中古マンション等,勝どき,69000000.0,3794999.0,60.0,1150000.0,平成22年,7.0,2010.0,2017.0
6069,中古マンション等,勝どき,72000000.0,3167999.0,75.0,960000.0,平成20年,9.0,2008.0,2017.0
6068,中古マンション等,勝どき,56000000.0,3079999.0,60.0,933333.0,平成26年,3.0,2014.0,2017.0
6067,中古マンション等,勝どき,88000000.0,4148571.0,70.0,1257142.0,平成22年,7.0,2010.0,2017.0
6066,中古マンション等,勝どき,72000000.0,3394285.0,70.0,1028571.0,平成28年,1.0,2016.0,2017.0
6065,中古マンション等,勝どき,47000000.0,2819999.0,55.0,854545.0,平成24年,5.0,2012.0,2017.0
6064,中古マンション等,勝どき,48000000.0,2639999.0,60.0,800000.0,平成19年,10.0,2007.0,2017.0
6063,中古マンション等,勝どき,43000000.0,2183076.0,65.0,661538.0,平成12年,17.0,2000.0,2017.0
6062,中古マンション等,勝どき,54000000.0,2969999.0,60.0,900000.0,平成20年,9.0,2008.0,2017.0
3343,中古マンション等,勝どき,70000000.0,3299999.0,70.0,1000000.0,平成22年,3.0,2010.0,2013.0
3344,中古マンション等,勝どき,12000000.0,2639999.0,15.0,800000.0,昭和50年,38.0,1975.0,2013.0
3345,中古マンション等,勝どき,59000000.0,3539999.0,55.0,1072727.0,平成22年,3.0,2010.0,2013.0
3346,中古マンション等,勝どき,52000000.0,2451428.0,70.0,742857.0,平成20年,5.0,2008.0,2013.0
3347,中古マンション等,勝どき,68000000.0,2639999.0,85.0,800000.0,平成20年,5.0,2008.0,2013.0
3348,中古マンション等,勝どき,76000000.0,2786666.0,90.0,844444.0,平成20年,5.0,2008.0,2013.0
3349,中古マンション等,勝どき,9900000.0,1088999.0,30.0,330000.0,昭和48年,40.0,1973.0,2013.0
3350,中古マンション等,勝どき,46000000.0,2529999.0,60.0,766666.0,平成20年,5.0,2008.0,2013.0
3351,中古マンション等,勝どき,19000000.0,1567500.0,40.0,475000.0,昭和55年,33.0,1980.0,2013.0
3352,中古マンション等,勝どき,92000000.0,3795000.0,80.0,1150000.0,平成22年,3.0,2010.0,2013.0
3377,中古マンション等,勝どき,4700000.0,1033999.0,15.0,313333.0,昭和49年,39.0,1974.0,2013.0
6074,中古マンション等,勝どき,67000000.0,3401538.0,65.0,1030769.0,平成28年,1.0,2016.0,2017.0
3378,中古マンション等,勝どき,42000000.0,2132307.0,65.0,646153.0,平成19年,6.0,2007.0,2013.0
3380,中古マンション等,勝どき,51000000.0,3059999.0,55.0,927272.0,平成22年,3.0,2010.0,2013.0
6040,中古マンション等,勝どき,54000000.0,2545714.0,70.0,771428.0,平成24年,5.0,2012.0,2017.0
6039,中古マンション等,勝どき,46000000.0,3373333.0,45.0,1022222.0,平成28年,1.0,2016.0,2017.0
6038,中古マンション等,勝どき,70000000.0,3299999.0,70.0,1000000.0,平成20年,9.0,2008.0,2017.0
6037,中古マンション等,勝どき,42000000.0,2771999.0,50.0,840000.0,平成12年,17.0,2000.0,2017.0
6036,中古マンション等,勝どき,100000000.0,3142857.0,105.0,952380.0,平成20年,9.0,2008.0,2017.0
6035,中古マンション等,勝どき,51000000.0,2404285.0,70.0,728571.0,平成12年,17.0,2000.0,2017.0
6034,中古マンション等,勝どき,73000000.0,3211999.0,75.0,973333.0,平成20年,9.0,2008.0,2017.0
6033,中古マンション等,勝どき,60000000.0,2828571.0,70.0,857142.0,平成24年,5.0,2012.0,2017.0
6032,中古マンション等,勝どき,83000000.0,3912857.0,70.0,1185714.0,平成28年,1.0,2016.0,2017.0
6041,中古マンション等,勝どき,35000000.0,3299999.0,35.0,1000000.0,平成22年,7.0,2010.0,2017.0
6031,中古マンション等,勝どき,78000000.0,3028235.0,85.0,917647.0,平成20年,9.0,2008.0,2017.0
6029,中古マンション等,勝どき,73000000.0,3441428.0,70.0,1042857.0,平成28年,1.0,2016.0,2017.0
6028,中古マンション等,勝どき,59000000.0,3539999.0,55.0,1072727.0,平成28年,1.0,2016.0,2017.0
6027,中古マンション等,勝どき,93000000.0,4091999.0,75.0,1240000.0,平成22年,7.0,2010.0,2017.0
6026,中古マンション等,勝どき,67000000.0,2947999.0,75.0,893333.0,平成20年,9.0,2008.0,2017.0
6025,中古マンション等,勝どき,58000000.0,2944615.0,65.0,892307.0,平成24年,5.0,2012.0,2017.0
6024,中古マンション等,勝どき,70000000.0,3299999.0,70.0,1000000.0,平成28年,1.0,2016.0,2017.0
6023,中古マンション等,勝どき,20000000.0,3300000.0,20.0,1000000.0,平成15年,14.0,2003.0,2017.0
6022,中古マンション等,勝どき,23000000.0,3795000.0,20.0,1150000.0,平成19年,10.0,2007.0,2017.0
6021,中古マンション等,勝どき,48000000.0,2111999.0,75.0,640000.0,平成19年,10.0,2007.0,2017.0
6030,中古マンション等,勝どき,42000000.0,3465000.0,40.0,1050000.0,平成28年,1.0,2016.0,2017.0
6042,中古マンション等,勝どき,35000000.0,3299999.0,35.0,1000000.0,平成22年,7.0,2010.0,2017.0
6043,中古マンション等,勝どき,45000000.0,2474999.0,60.0,750000.0,平成12年,17.0,2000.0,2017.0
6044,中古マンション等,勝どき,84000000.0,3465000.0,80.0,1050000.0,平成20年,9.0,2008.0,2017.0
3381,中古マンション等,勝どき,65000000.0,2523529.0,85.0,764705.0,平成20年,5.0,2008.0,2013.0
3382,中古マンション等,勝どき,81000000.0,2969999.0,90.0,900000.0,平成20年,5.0,2008.0,2013.0
3383,中古マンション等,勝どき,33000000.0,1814999.0,60.0,550000.0,平成9年,16.0,1997.0,2013.0
3384,中古マンション等,勝どき,42000000.0,1979999.0,70.0,600000.0,平成14年,11.0,2002.0,2013.0
6061,中古マンション等,勝どき,35000000.0,2566666.0,45.0,777777.0,平成24年,5.0,2012.0,2017.0
6060,中古マンション等,勝どき,51000000.0,2804999.0,60.0,850000.0,平成19年,10.0,2007.0,2017.0
6059,中古マンション等,勝どき,74000000.0,4439999.0,55.0,1345454.0,平成22年,7.0,2010.0,2017.0
6058,中古マンション等,勝どき,40000000.0,2933333.0,45.0,888888.0,平成19年,10.0,2007.0,2017.0
6057,中古マンション等,勝どき,63000000.0,2969999.0,70.0,900000.0,平成20年,9.0,2008.0,2017.0
6056,中古マンション等,勝どき,47000000.0,2215714.0,70.0,671428.0,平成15年,14.0,2003.0,2017.0
6055,中古マンション等,勝どき,74000000.0,2872941.0,85.0,870588.0,平成20年,9.0,2008.0,2017.0
6054,中古マンション等,勝どき,50000000.0,2357142.0,70.0,714285.0,平成15年,14.0,2003.0,2017.0
6053,中古マンション等,勝どき,95000000.0,3918750.0,80.0,1187500.0,平成22年,7.0,2010.0,2017.0
6052,中古マンション等,勝どき,33000000.0,2722500.0,40.0,825000.0,平成24年,5.0,2012.0,2017.0
6051,中古マンション等,勝どき,67000000.0,3158571.0,70.0,957142.0,平成28年,1.0,2016.0,2017.0
6050,中古マンション等,勝どき,59000000.0,2995384.0,65.0,907692.0,平成20年,9.0,2008.0,2017.0
6049,中古マンション等,勝どき,59000000.0,2995384.0,65.0,907692.0,平成20年,9.0,2008.0,2017.0
6048,中古マンション等,勝どき,43000000.0,3153333.0,45.0,955555.0,平成28年,1.0,2016.0,2017.0
6047,中古マンション等,勝どき,12000000.0,344347.0,115.0,104347.0,平成20年,9.0,2008.0,2017.0
6046,中古マンション等,勝どき,62000000.0,3147692.0,65.0,953846.0,平成28年,1.0,2016.0,2017.0
6045,中古マンション等,勝どき,55000000.0,2419999.0,75.0,733333.0,平成12年,17.0,2000.0,2017.0
3379,中古マンション等,勝どき,6500000.0,1072500.0,20.0,325000.0,昭和50年,38.0,1975.0,2013.0
873,中古マンション等,勝どき,38000000.0,2279999.0,55.0,690909.0,平成15年,5.0,2003.0,2008.0
771,中古マンション等,勝どき,59000000.0,2595999.0,75.0,786666.0,平成20年,0.0,2008.0,2008.0
875,中古マンション等,勝どき,4800000.0,1055999.0,15.0,320000.0,昭和49年,34.0,1974.0,2008.0
5181,中古マンション等,勝どき,31000000.0,2922857.0,35.0,885714.0,平成24年,4.0,2012.0,2016.0
5182,中古マンション等,勝どき,47000000.0,2819999.0,55.0,854545.0,平成12年,16.0,2000.0,2016.0
5183,中古マンション等,勝どき,46000000.0,3035999.0,50.0,920000.0,平成26年,2.0,2014.0,2016.0
5184,中古マンション等,勝どき,75000000.0,2749999.0,90.0,833333.0,平成20年,8.0,2008.0,2016.0
5185,中古マンション等,勝どき,24000000.0,3960000.0,20.0,1200000.0,平成20年,8.0,2008.0,2016.0
5186,中古マンション等,勝どき,55000000.0,3024999.0,60.0,916666.0,平成22年,6.0,2010.0,2016.0
4023,中古マンション等,勝どき,5900000.0,1297999.0,15.0,393333.0,昭和49年,40.0,1974.0,2014.0
4022,中古マンション等,勝どき,59000000.0,2433750.0,80.0,737500.0,平成12年,14.0,2000.0,2014.0
4021,中古マンション等,勝どき,110000000.0,2903999.0,125.0,880000.0,平成20年,6.0,2008.0,2014.0
4020,中古マンション等,勝どき,14000000.0,1155000.0,40.0,350000.0,昭和50年,39.0,1975.0,2014.0
4019,中古マンション等,勝どき,32000000.0,2111999.0,50.0,640000.0,平成15年,11.0,2003.0,2014.0
4018,中古マンション等,勝どき,87000000.0,2496521.0,115.0,756521.0,平成20年,6.0,2008.0,2014.0
4017,中古マンション等,勝どき,59000000.0,3244999.0,60.0,983333.0,平成20年,6.0,2008.0,2014.0
4016,中古マンション等,勝どき,14000000.0,2310000.0,20.0,700000.0,平成14年,12.0,2002.0,2014.0
4015,中古マンション等,勝どき,35000000.0,2309999.0,50.0,700000.0,平成15年,11.0,2003.0,2014.0
4014,中古マンション等,勝どき,20000000.0,3300000.0,20.0,1000000.0,平成15年,11.0,2003.0,2014.0
4013,中古マンション等,勝どき,19000000.0,3135000.0,20.0,950000.0,平成20年,6.0,2008.0,2014.0
5187,中古マンション等,勝どき,63000000.0,2969999.0,70.0,900000.0,平成20年,8.0,2008.0,2016.0
5188,中古マンション等,勝どき,51000000.0,3059999.0,55.0,927272.0,平成20年,8.0,2008.0,2016.0
5180,中古マンション等,勝どき,59000000.0,2781428.0,70.0,842857.0,平成17年,11.0,2005.0,2016.0
5189,中古マンション等,勝どき,46000000.0,2529999.0,60.0,766666.0,平成12年,16.0,2000.0,2016.0
5179,中古マンション等,勝どき,47000000.0,2819999.0,55.0,854545.0,平成19年,9.0,2007.0,2016.0
5177,中古マンション等,勝どき,38000000.0,2279999.0,55.0,690909.0,平成11年,17.0,1999.0,2016.0
4041,中古マンション等,勝どき,77000000.0,3176250.0,80.0,962500.0,平成20年,6.0,2008.0,2014.0
4040,中古マンション等,勝どき,11000000.0,1815000.0,20.0,550000.0,昭和56年,33.0,1981.0,2014.0
4039,中古マンション等,勝どき,73000000.0,2834117.0,85.0,858823.0,平成20年,6.0,2008.0,2014.0
4038,中古マンション等,勝どき,15000000.0,2475000.0,20.0,750000.0,平成14年,12.0,2002.0,2014.0
4037,中古マンション等,勝どき,68000000.0,2493333.0,90.0,755555.0,平成20年,6.0,2008.0,2014.0
4036,中古マンション等,勝どき,92000000.0,3373333.0,90.0,1022222.0,平成20年,6.0,2008.0,2014.0
4035,中古マンション等,勝どき,59000000.0,2595999.0,75.0,786666.0,平成20年,6.0,2008.0,2014.0
4034,中古マンション等,勝どき,26000000.0,2145000.0,40.0,650000.0,昭和50年,39.0,1975.0,2014.0
4033,中古マンション等,勝どき,20000000.0,3300000.0,20.0,1000000.0,昭和50年,39.0,1975.0,2014.0
4032,中古マンション等,勝どき,61000000.0,2683999.0,75.0,813333.0,平成20年,6.0,2008.0,2014.0
4031,中古マンション等,勝どき,18000000.0,2970000.0,20.0,900000.0,平成14年,12.0,2002.0,2014.0
4030,中古マンション等,勝どき,38000000.0,2279999.0,55.0,690909.0,平成9年,17.0,1997.0,2014.0
4029,中古マンション等,勝どき,26000000.0,2145000.0,40.0,650000.0,平成24年,2.0,2012.0,2014.0
4028,中古マンション等,勝どき,23000000.0,1517999.0,50.0,460000.0,昭和59年,30.0,1984.0,2014.0
4027,中古マンション等,勝どき,74000000.0,3488571.0,70.0,1057142.0,平成22年,4.0,2010.0,2014.0
4026,中古マンション等,勝どき,110000000.0,3299999.0,110.0,1000000.0,平成20年,6.0,2008.0,2014.0
4025,中古マンション等,勝どき,41000000.0,2459999.0,55.0,745454.0,平成12年,14.0,2000.0,2014.0
4024,中古マンション等,勝どき,7800000.0,643500.0,40.0,195000.0,昭和48年,41.0,1973.0,2014.0
5176,中古マンション等,勝どき,77000000.0,2989411.0,85.0,905882.0,平成20年,8.0,2008.0,2016.0
5178,中古マンション等,勝どき,36000000.0,2375999.0,50.0,720000.0,平成11年,17.0,1999.0,2016.0
4042,中古マンション等,勝どき,74000000.0,3052500.0,80.0,925000.0,平成20年,6.0,2008.0,2014.0
5190,中古マンション等,勝どき,110000000.0,3457142.0,105.0,1047619.0,平成20年,8.0,2008.0,2016.0
5192,中古マンション等,勝どき,44000000.0,2639999.0,55.0,800000.0,平成24年,4.0,2012.0,2016.0
4010,中古マンション等,勝どき,130000000.0,3431999.0,125.0,1040000.0,平成20年,6.0,2008.0,2014.0
5214,中古マンション等,勝どき,110000000.0,4033333.0,90.0,1222222.0,平成20年,8.0,2008.0,2016.0
